(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 988, 49, 57, 0.05342741935483871)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 988, 49, 57, 0.05342741935483871)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 46, 55, 0.050932929904185575)
(999, 996, 987, 47, 56, 0.05194150277357539)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 988, 49, 57, 0.05342741935483871)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 48, 57, 0.0529500756429652)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
(999, 996, 987, 49, 58, 0.05395864851235502)
