1555.16	9511364
1689.48	9511396
1584.30	9510340
1575.29	9510356
1571.19	9511436
1577.00	9511248
1561.40	9510360
1575.55	9511456
1576.58	9511428
1639.56	9511412
1567.06	9511408
1584.91	9510372
1565.02	9510360
1414.54	9511324
1575.43	9511396
1566.10	9511436
1587.24	9510336
1643.52	9511232
1583.73	9510360
1569.44	9510364
1561.03	9510352
1604.02	9511416
1579.64	9510384
1433.77	9510340
1577.08	9511400
1578.23	9511264
1589.05	9510364
1577.28	9510340
1594.42	9510360
1676.41	9511232
1569.72	9511440
1584.96	9511396
1578.31	9511316
1396.68	9511396
1547.04	9511304
1578.38	9510344
1589.31	9510384
1576.90	9511344
1579.97	9511452
1383.54	9510380
1578.35	9511256
1574.00	9511380
1582.01	9511332
1563.14	9510368
1589.04	9510368
1640.45	9510336
1577.27	9511324
1576.35	9511440
1588.18	9511376
1590.37	9510268
1588.43	9510376
1560.50	9511396
1567.00	9511296
1577.63	9510352
1564.23	9510364
1559.79	9510360
1562.27	9510340
1572.78	9511432
1562.13	9511256
1575.74	9510384
1571.95	9511372
1578.02	9511268
1573.96	9511436
1557.29	9510364
1655.34	9511392
1580.10	9510400
1569.26	9511260
1567.55	9511300
1574.09	9511320
1585.99	9511340
1570.70	9511356
1591.97	9510392
1567.88	9510380
1590.61	9510360
1574.82	9511428
1567.62	9510400
1573.64	9511320
1573.30	9510360
1588.83	9511448
1397.60	9510392
1633.85	9510352
1568.85	9511404
1600.70	9510288
1577.42	9511296
1605.39	9511320
1684.48	9511436
1588.44	9511436
1564.99	9511408
1568.79	9511436
1574.21	9511456
1639.88	9511404
1566.07	9510396
1570.17	9511304
1574.65	9511464
1588.88	9510332
1590.43	9510408
1557.48	9511456
1554.61	9511416
1563.25	9511404
1575.72	9511288
1568.95	9510328
1410.44	9510352
1577.20	9511384
1695.97	9511272
1542.25	9511332
1572.85	9511420
1562.20	9510304
1668.00	9510476
1533.86	9511404
1545.69	9511240
1576.07	9511440
1576.31	9511308
1561.23	9511372
1569.33	9510372
1570.47	9510340
1572.76	9511440
1601.07	9511432
1577.77	9511272
1580.51	9510356
1559.63	9511420
1568.08	9510368
1575.00	9511392
1563.62	9511420
1569.74	9511424
1411.44	9511436
1571.98	9511428
1593.57	9511276
1570.78	9511420
1585.19	9510400
1564.03	9510392
1400.14	9511408
1575.30	9511416
1583.22	9510368
1570.77	9510380
1581.17	9511376
1583.78	9511312
1565.81	9510360
1558.96	9510392
1584.02	9510340
1577.77	9510296
1570.64	9511400
1575.37	9510380
1578.52	9511288
1585.34	9511380
1566.04	9511384
1586.40	9511356
1562.22	9511384
1582.95	9511416
1564.41	9510372
1573.30	9511420
1576.06	9510376
1577.00	9511264
1563.53	9510404
1577.95	9510324
1566.64	9511448
1571.76	9511420
1567.89	9510344
1587.41	9511408
1574.08	9511428
1567.29	9511424
1577.78	9510360
1580.47	9511452
1579.05	9511320
1587.50	9510384
1590.50	9511428
1572.85	9511424
1575.23	9511412
1571.40	9510392
1600.49	9510388
1652.41	9511388
1571.49	9511384
1579.87	9510332
1392.07	9511396
1590.12	9510380
1570.42	9511236
1670.48	9511256
1565.03	9510332
1598.16	9510404
1567.10	9511376
1565.78	9511244
1559.05	9510396
1618.33	9511436
1613.26	9511452
1633.46	9511408
1574.40	9511388
1400.01	9511400
1596.25	9510396
1665.69	9511232
1583.50	9511416
1568.57	9511224
1648.84	9510360
1579.24	9510364
1567.92	9510392
1424.78	9511196
1580.87	9511220
1573.46	9510368
1566.50	9511240
1583.52	9511364
1726.06	9511320
1581.64	9510352
1555.76	9512156
1558.57	9511116
1594.02	9512196
1557.87	9512136
1597.97	9511964
1628.84	9512008
1548.77	9511084
1566.86	9512164
1547.20	9511136
1540.31	9511924
1579.49	9511060
1543.27	9512132
1622.61	9512108
1554.98	9511116
1556.80	9512148
1541.62	9512044
1602.83	9511072
1555.42	9512168
1552.77	9512132
1554.77	9511096
1651.82	9512108
1548.99	9511084
1557.01	9512152
1558.16	9512176
1559.82	9511096
1550.33	9512140
1538.92	9511108
1557.58	9511088
1629.46	9511976
1543.87	9511080
1546.63	9511088
1620.10	9512160
1606.90	9511064
1544.07	9512104
1548.38	9511084
1556.78	9511132
1554.17	9511040
1624.61	9511104
1543.17	9512172
1661.06	9511084
1629.43	9511112
1555.91	9511972
1553.96	9512004
1582.77	9511100
1614.54	9511092
1595.15	9512140
1628.19	9511072
1618.49	9512164
1552.42	9512000
1558.30	9512152
1644.47	9511952
1548.43	9512104
1622.17	9511976
1593.73	9511132
1547.78	9511992
1555.08	9511116
1597.12	9511104
1551.37	9512180
1547.52	9512108
1555.91	9512016
1627.45	9512120
1605.75	9512132
1597.94	9511116
1568.59	9511120
1557.36	9511112
1672.58	9511112
1593.88	9512144
1599.78	9512036
1555.94	9512184
1616.79	9511100
1542.05	9512164
1600.47	9512048
1598.83	9512048
1547.93	9511108
1547.25	9511120
1550.98	9511084
1564.13	9512068
1543.54	9512144
1654.80	9512156
1604.65	9512012
1560.51	9512168
1577.11	9512164
1561.65	9512144
1555.44	9512152
1560.65	9511100
2516.83	9511992
1552.15	9511104
1562.76	9512104
1555.11	9511108
1545.67	9511064
1592.88	9512140
1557.18	9511092
1608.40	9512180
1606.91	9512160
1554.72	9511036
1580.19	9512152
1604.92	9511104
1595.52	9512020
1562.89	9512020
1556.70	9512168
1537.75	9511120
1549.17	9511096
1528.89	9512056
1552.07	9512120
1533.39	9511152
1527.69	9512052
1530.10	9512256
1525.81	9512056
1593.51	9511960
1556.21	9511980
1533.88	9511080
1526.01	9511104
1571.63	9511952
1609.05	9512148
1562.77	9511108
1545.20	9512176
1578.03	9512048
1567.06	9511088
2684.06	9512124
1569.09	9512040
1539.70	9512108
1561.09	9511980
1616.05	9512136
1543.75	9512132
1598.45	9511088
1561.72	9512152
1547.20	9512100
1555.14	9512084
1564.70	9511124
1586.61	9512164
1544.92	9511116
1543.13	9511104
1537.22	9512160
1622.58	9511948
1546.76	9512176
1551.50	9512164
1553.00	9511092
1567.21	9511076
1555.55	9511096
1600.64	9512156
1593.31	9511116
1545.40	9511076
1545.60	9511984
1550.54	9512120
1558.41	9512004
1628.14	9512080
1671.61	9511096
1623.77	9512172
1555.55	9512144
1610.33	9512136
1635.32	9512132
1563.44	9511532
1601.33	9512112
1535.11	9511116
1637.62	9512144
1638.33	9511928
1541.44	9511064
1589.09	9512160
1622.65	9512144
1551.63	9512096
1609.50	9511100
1597.39	9511124
1532.20	9511124
1561.29	9511904
1657.23	9511032
1558.78	9512116
1603.10	9511100
1615.91	9511112
1560.11	9512120
1637.87	9511096
1561.45	9511096
1535.27	9511088
1605.19	9512136
1553.55	9512160
1605.71	9512168
1551.47	9511120
1649.02	9512136
1616.27	9512160
2430.94	9511112
1546.84	9511116
1614.85	9511056
1552.08	9511104
1549.77	9512028
1567.61	9511956
1581.18	9512108
1556.78	9512100
1562.60	9511088
1541.80	9512164
1560.54	9511112
1564.02	9511100
1545.41	9511116
1553.32	9512144
1622.60	9512164
1634.39	9511084
1546.98	9511092
1633.68	9512128
1548.37	9512164
1655.31	9511072
1548.09	9511108
1549.60	9512140
1567.11	9531108
1643.81	9535244
1585.89	9531220
1544.81	9531100
1549.16	9531228
1578.31	9530148
1633.99	9530152
1560.09	9531168
1556.02	9530152
1606.68	9531216
1559.49	9530044
1544.93	9531028
1585.50	9530096
1568.18	9530096
1555.79	9531148
1567.01	9531204
1559.30	9530120
1566.70	9531228
1553.14	9530148
1579.43	9531212
1555.52	9530088
1555.23	9531224
1570.73	9530152
1545.33	9530152
1567.23	9531044
1558.76	9531196
1582.82	9530160
1548.23	9530156
1561.08	9530160
1551.17	9530156
1558.02	9531220
1541.77	9531216
1556.24	9530100
1567.37	9530176
1546.54	9531096
1557.10	9530184
1561.07	9530144
1563.59	9530040
1609.69	9531088
1561.78	9530152
1549.21	9530148
1625.32	9531212
1539.32	9530088
1611.96	9530132
1553.51	9531188
1566.28	9530104
1553.63	9530152
1579.66	9530144
1568.99	9530152
1550.77	9530120
1554.62	9530140
1550.75	9530140
1561.37	9531156
1551.89	9531136
1547.13	9531200
1877.62	9531216
1542.70	9531208
1553.38	9530136
1547.96	9531012
1556.20	9531188
1585.11	9530172
1550.60	9531208
1531.34	9531188
1544.54	9531212
1553.09	9531028
1562.84	9531080
1556.68	9531176
1552.88	9531168
1552.69	9531192
1556.00	9530140
1571.85	9531208
1558.75	9530172
1560.02	9531012
1618.96	9531060
1674.98	9531184
