28.06	738184
28.58	736312
28.63	739984
27.96	735280
27.40	734548
27.35	734580
28.31	736700
28.28	737720
27.67	736456
28.19	736424
32.06	735628
28.48	735116
27.49	735172
37.82	735660
27.77	734312
34.71	736048
27.40	735532
27.52	735084
29.07	732148
27.52	736996
37.67	739020
28.58	735384
31.97	734852
27.38	736296
28.09	735976
27.28	735860
27.27	734504
27.57	734660
27.42	735852
27.29	737080
27.41	735464
28.77	738548
28.81	737004
33.78	735632
27.38	733272
28.63	736472
28.05	738968
27.82	735260
38.30	735244
27.76	735396
31.34	735380
27.91	734728
28.83	740456
27.33	735168
28.82	736348
39.01	738740
27.61	735884
27.71	738532
27.96	735728
28.40	736560
28.89	739252
27.62	731968
28.49	737116
28.19	734144
28.61	736424
29.65	737084
27.32	733744
27.21	735004
31.18	736072
28.19	736952
53.38	736188
31.18	738432
37.49	736712
27.85	735908
27.31	736360
32.34	737928
27.36	735796
27.21	735780
27.90	735616
28.00	736492
27.39	736360
28.19	737092
28.79	736824
27.18	738360
28.01	735948
27.63	735136
32.35	733960
27.97	737016
28.10	738328
27.17	735396
27.21	735304
29.94	735916
28.93	736044
27.46	733668
27.41	737160
27.69	736536
37.68	735820
27.06	732572
33.14	737000
28.15	735324
28.66	737004
28.12	738180
27.39	736576
27.30	734392
28.70	741112
27.46	737144
28.60	736696
27.90	736996
27.55	736688
30.72	737132
27.40	735032
27.38	735156
28.64	736144
27.46	736020
39.07	736248
27.45	737420
33.02	735800
27.80	736368
27.24	735072
27.34	735396
27.56	735492
29.93	738688
27.20	742068
27.38	736596
27.38	735460
28.76	736680
27.94	739712
28.25	734688
27.53	735280
27.56	735236
28.56	734368
27.61	734892
32.45	735824
28.01	736120
27.82	737068
28.29	734900
28.98	741896
38.34	734604
27.22	734980
31.82	735984
28.70	736208
28.00	734732
27.39	735328
27.99	735444
37.57	738368
28.07	736220
28.42	735528
28.51	737524
28.72	737336
27.86	737084
27.44	735952
27.97	736084
27.98	734644
28.66	734788
31.55	735388
28.82	737316
28.36	747700
37.47	736380
27.98	737632
32.90	737216
28.87	739720
28.36	738108
28.32	733848
27.38	736480
37.45	734808
28.02	736480
32.72	736528
27.56	735188
27.56	734808
27.91	734212
28.15	734820
27.29	735472
27.54	737832
28.15	736692
28.10	736560
28.55	734196
27.83	738216
31.03	736944
28.62	734320
27.55	736196
28.35	736052
27.61	734040
38.10	736224
27.57	736068
31.97	737056
28.62	735436
28.96	735816
28.81	736436
37.29	736188
28.36	737744
27.47	736420
28.91	736120
28.04	734752
28.12	736072
28.91	738780
27.34	736272
28.12	737480
27.94	736768
28.04	739548
30.86	732680
27.30	734768
28.60	736928
38.15	734936
28.69	736508
33.10	735452
27.31	737876
28.16	739112
28.83	736472
27.83	734744
37.66	735744
27.45	736464
27.47	736316
28.96	733812
27.64	738556
27.17	734880
27.35	736252
28.39	736756
27.39	737044
28.28	734628
27.38	734008
34.58	735304
28.53	736448
27.41	735600
29.89	735316
27.70	737880
27.50	735436
28.24	734840
27.71	737264
38.24	736344
28.46	736196
31.84	737144
27.65	736904
27.53	735548
27.91	734720
27.59	736680
28.55	738260
27.63	737628
27.31	737080
28.09	735040
27.64	738356
27.59	735748
27.36	735328
27.45	733676
33.10	735420
28.64	736536
27.57	736008
37.68	735012
27.83	739068
34.78	737212
28.16	737112
28.73	738060
27.43	734556
38.07	734380
27.69	738248
27.53	736916
32.10	737300
27.36	737484
28.09	737252
28.71	737240
27.45	736588
27.37	735196
28.64	733728
27.60	734140
28.28	735236
28.34	733596
27.55	736740
31.65	736548
28.71	736072
28.64	738688
27.61	735100
64.67	735028
32.99	736392
37.08	733972
27.59	738804
28.57	736476
31.54	735400
27.54	736012
27.27	734812
27.77	737300
28.52	736464
27.20	735716
27.71	736060
29.05	736668
27.54	732724
27.18	736628
27.74	735268
31.77	735592
27.36	737480
27.65	738572
28.75	739516
27.67	737140
37.26	733424
29.14	736656
33.65	735744
27.16	734440
28.06	735740
28.47	734440
28.28	737652
37.80	734552
27.24	736660
28.67	737552
28.64	736100
27.46	736488
27.41	738208
27.39	735864
27.84	734860
27.81	735428
27.76	736396
34.12	736188
28.59	735932
27.77	736140
37.46	735120
28.36	735636
33.93	733760
27.39	738264
28.34	733264
28.80	734936
27.78	736328
38.17	732436
28.20	737420
30.88	736404
27.13	735684
27.38	736652
28.39	736264
27.27	737508
27.01	733980
27.76	735572
28.01	735300
27.36	737160
27.81	737672
28.75	735360
33.40	736548
28.05	736004
27.79	737104
28.21	734680
27.37	735296
37.29	735468
27.42	739064
34.76	736808
27.17	734300
27.46	736808
28.53	734964
27.25	739016
30.31	736160
28.40	734316
27.17	735328
27.24	734848
28.72	734388
28.23	737428
27.06	733552
27.45	736536
27.33	736156
28.35	735712
27.30	739776
32.01	734636
27.57	735332
27.41	734300
28.59	734580
27.45	734348
30.32	735680
27.14	734456
28.13	736340
27.36	734768
28.59	736548
38.72	736272
28.12	734316
30.96	736124
28.34	740472
27.63	733628
27.44	736712
28.22	735296
28.15	734988
27.47	734408
27.76	738396
27.72	736756
27.51	734412
28.30	733204
32.39	735764
27.25	735296
27.57	737608
27.47	733904
27.35	738644
29.98	734144
27.26	736984
28.73	738160
28.29	734728
28.40	735948
37.59	734624
27.79	737124
33.50	736396
27.82	741676
27.98	736904
28.12	735636
28.38	733052
28.46	738292
28.49	735992
27.59	731956
28.28	736468
28.24	736552
28.54	734464
38.73	737912
27.90	735824
30.72	734744
27.63	734012
28.30	735580
27.67	735960
28.12	734404
37.50	734980
28.04	734176
33.14	731956
27.16	734720
27.43	735060
28.86	737716
28.36	735856
27.44	734716
28.21	740656
27.67	736224
28.02	738120
27.42	735004
27.32	734348
34.32	734228
27.43	735300
27.35	735296
31.11	734036
27.43	735692
27.34	735384
27.52	735956
28.68	736256
37.41	738424
27.21	737064
33.83	735560
27.50	741860
27.59	737000
27.49	734884
27.16	736140
27.80	735388
27.51	734456
27.61	736696
28.55	739860
28.17	734732
27.75	735308
27.91	743196
27.65	736676
32.70	736008
27.37	735696
27.69	734340
30.40	734612
27.14	738856
28.31	734796
27.73	736888
27.42	737160
29.54	736552
27.58	734884
27.45	743264
27.41	735108
27.70	735096
29.68	734696
28.11	735764
27.87	736084
27.86	735980
27.78	736068
27.48	735228
28.16	735000
27.78	735232
28.85	737388
27.40	736356
27.67	739496
31.40	737016
28.15	735264
27.58	736392
28.41	736048
28.87	735220
64.75	737680
27.52	738072
33.34	736580
27.15	734960
28.63	736500
27.20	735184
28.11	735456
28.18	737236
28.01	736328
27.08	735252
27.61	736024
27.46	737436
27.74	733552
28.17	736904
28.02	737044
31.23	736316
28.37	734012
28.89	736376
37.59	734508
27.77	735864
32.64	735172
27.63	734664
27.78	737020
28.25	736588
27.17	734028
29.36	736300
27.96	737720
27.28	736076
28.25	736028
27.57	736844
28.35	737380
28.48	734524
28.17	735788
28.08	735412
28.63	737236
28.06	737588
27.58	734556
28.76	735184
28.05	734872
28.07	734912
27.32	735088
29.94	736048
27.50	734884
27.43	735004
28.58	735904
27.09	735008
30.75	736664
27.20	735324
27.99	735112
28.64	734604
38.58	736092
27.80	737824
28.26	735432
27.51	735772
28.15	735924
27.52	737636
27.36	732080
27.29	734672
27.63	736412
27.36	736316
28.75	737024
34.25	735036
27.68	735556
27.17	735444
31.33	735436
28.44	736488
26.88	735180
27.40	735824
27.78	739236
37.43	736376
27.75	737056
33.45	733924
27.58	740304
27.59	734728
28.11	735172
27.04	736532
27.43	735336
28.58	737616
27.23	737444
27.13	738548
28.24	739324
28.98	739528
27.46	736544
28.03	735268
32.03	734772
27.60	735816
27.47	735672
30.83	736164
28.60	735044
28.05	734272
27.37	736332
27.63	735440
38.54	736864
27.10	735756
32.78	736664
28.44	737452
28.40	733376
28.37	735896
27.68	733640
27.54	735544
27.31	733316
27.56	736476
28.42	736132
28.97	735068
28.07	737580
27.35	735320
27.61	736848
29.23	739664
29.04	734840
29.04	735548
38.22	734516
27.89	734660
31.26	736924
27.24	732332
27.45	737880
28.85	735948
27.28	734804
37.67	738144
28.61	734908
33.37	735204
27.90	734044
28.03	735788
27.60	735284
28.39	737352
28.39	735188
28.08	738536
27.45	737828
27.68	734212
27.39	736620
27.43	740176
32.55	734840
28.33	736112
27.62	735108
28.26	735116
27.56	736432
38.06	736492
27.72	735540
31.48	735880
35.09	738092
27.16	734704
27.89	736900
27.27	737308
27.73	735504
27.30	735956
